variable_id,variable,sentence_activation_test_auroc,sentence_activation_test_auroc_ci_lower,sentence_activation_test_auroc_ci_upper,sentence_activation_val_auroc,sentence_activation_val_auroc_ci_lower,sentence_activation_val_auroc_ci_upper,sentence_best_text_test_auroc,sentence_best_text_test_auroc_ci_lower,sentence_best_text_test_auroc_ci_upper,sentence_best_text_model_kind,sentence_activation_minus_text,sentence_activation_minus_null,sentence_best_layer_idx,sentence_best_representation,sentence_possible_overfit,delta_direction_activation_test_auroc,delta_direction_activation_test_auroc_ci_lower,delta_direction_activation_test_auroc_ci_upper,delta_direction_activation_val_auroc,delta_direction_activation_val_auroc_ci_lower,delta_direction_activation_val_auroc_ci_upper,delta_direction_best_text_test_auroc,delta_direction_best_text_test_auroc_ci_lower,delta_direction_best_text_test_auroc_ci_upper,delta_direction_best_text_model_kind,delta_direction_activation_minus_text,delta_direction_best_layer_idx,delta_direction_best_representation,delta_direction_possible_overfit,train_marker_family_count,val_marker_family_count,test_marker_family_count,train_lexical_domain_count,val_lexical_domain_count,test_lexical_domain_count,test_has_heldout_marker_family,test_has_heldout_lexical_domain,test_marker_families_all_heldout_from_train,test_lexical_domains_all_heldout_from_train,test_marker_train_overlap_count,test_lexical_train_overlap_count,val_marker_train_overlap_count,val_lexical_train_overlap_count,split_control_strength,train_marker_families,test_marker_families,train_lexical_domains,test_lexical_domains,sentence_layer_stability_layer_stability_threshold,sentence_layer_stability_best_layer_idx,sentence_layer_stability_best_layer_name,sentence_layer_stability_best_representation,sentence_layer_stability_best_val_auroc,sentence_layer_stability_best_test_auroc,sentence_layer_stability_layers_above_threshold_count,sentence_layer_stability_max_adjacent_layers_above_threshold,sentence_layer_stability_signal_beyond_layer_2,sentence_layer_stability_layers_above_threshold,delta_direction_layer_stability_layer_stability_threshold,delta_direction_layer_stability_best_layer_idx,delta_direction_layer_stability_best_layer_name,delta_direction_layer_stability_best_representation,delta_direction_layer_stability_best_val_auroc,delta_direction_layer_stability_best_test_auroc,delta_direction_layer_stability_layers_above_threshold_count,delta_direction_layer_stability_max_adjacent_layers_above_threshold,delta_direction_layer_stability_signal_beyond_layer_2,delta_direction_layer_stability_layers_above_threshold,level_1_activation_recoverability_pass,level_1_threshold,level_2_text_evidence_category,level_2_text_artifact_status,level_2_activation_beats_text_pass,level_2_text_control_nonblocking,level_2_surface_visible_nonblocking,level_3_directional_consistency_pass,level_3_threshold,level_4_split_generalization_pass,level_4_has_test_marker_or_domain_holdout,level_4_strong_marker_and_domain_holdout,learned_activation_direction_viability_pass,learned_activation_direction_viability_status,early_layer_artifact_risk,null_label_control_pass,possible_overfit_flag,evidence_status,ready_for_learned_activation_direction_viability,mechanistic_claim_allowed,claim_scope,recommended_next_action
15,number_marking,0.4376,0.3136644146294882,0.560020202020202,0.6096,0.4905675338317145,0.7098496448700253,0.5392,0.4322839190783791,0.6582138290098648,word_tfidf,-0.10160000000000002,-0.022399999999999975,23,final_token,True,0.4376,0.3285060330950562,0.5532886592136854,0.7864,0.6944833203341635,0.8695769071542168,0.5,0.5,0.5,word_tfidf,-0.06240000000000001,19,final_token,True,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""arabic_plural_agreement"", ""arabic_singular_dual"", ""english_singular_plural""]","[""collective_singulative_control"", ""dual_modifier_agreement""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,23,layer_23,final_token,0.6096,0.4376,0,0,False,[],0.7,19,layer_19,final_token,0.7864,0.4376,0,0,False,[],False,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,False,0.65,False,True,True,False,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue; surface-visible text cue also present,Do not pursue this variable under the current model/dataset until activation recoverability improves.
16,gender_noun_class,0.8667999999999999,0.7854224730583427,0.933910450898211,1.0,0.9999999999999999,1.0,0.9007999999999999,0.8361304368330832,0.9507115356463183,word_tfidf,-0.03400000000000003,0.2751999999999999,0,final_token,False,0.9884000000000001,0.970135218266411,0.9987956643918104,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,word_tfidf,-0.011599999999999944,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""determiner_gender"", ""feminine_agreement"", ""masculine_agreement""]","[""gender_number_interaction"", ""inanimate_gender_agreement""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,0,layer_0,final_token,1.0,0.8667999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,9,layer_9,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
17,animacy_and_humanness,0.7931999999999999,0.6977953486854938,0.877167804094741,0.7328,0.6318516950049251,0.8297479678105223,0.5434000000000001,0.433558059916058,0.6593372222178068,length_punct,0.2497999999999998,0.2527999999999998,12,final_token,True,0.9248,0.8701266233766234,0.9664055766537384,1.0,0.9999999999999999,1.0,0.5,0.5,0.5,word_tfidf,0.42479999999999996,20,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""animal_patient_lexical_set"", ""human_agent_lexical_set"", ""inanimate_object_lexical_set""]","[""artifact_agent_control"", ""living_nonliving_boundary""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,12,layer_12,final_token,0.7328,0.7931999999999999,22,22,True,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,12,layer_12,mean_pooled,1.0,0.9948,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue with activation stronger than text baseline,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
18,person_marking_and_person_hierarchy,0.6776,0.5732018416032519,0.7796863391651503,0.7312000000000001,0.6310402545316988,0.8201530760842383,0.7642,0.6714321738330017,0.8478160219808927,word_tfidf,-0.08660000000000001,0.13959999999999995,9,final_token,True,0.8208,0.7435768406262546,0.8918338543819759,0.8996,0.8189102564102565,0.9585496214232627,0.8055999999999999,0.7204053623188406,0.8800102163461537,word_tfidf,0.015200000000000102,11,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_person_pronoun"", ""singular_person_marking"", ""spanish_verb_person_indexing""]","[""addressee_reference_shift"", ""pronounless_verb_indexing""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,9,layer_9,final_token,0.7312000000000001,0.6776,1,1,True,[7],0.7,11,layer_11,mean_pooled,0.8996,0.8208,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
19,inclusive_exclusive_distinction,0.7435999999999998,0.636639968104745,0.8374174097339857,0.8776,0.8052638364792682,0.9380231523365203,0.6312,0.5185147552019583,0.7438003220611915,char_tfidf,0.11239999999999983,0.10679999999999978,11,mean_pooled,False,0.9096000000000001,0.8507825252525254,0.9545088566827697,0.9908,0.9767809483793516,0.9991792151813704,0.5,0.3828025757575758,0.6133611444577831,word_tfidf,0.4096000000000001,9,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""exclusive_lexical_phrase"", ""inclusive_lexical_phrase"", ""zanmen_women_contrast""]","[""explicit_addressee_exclusion"", ""group_membership_contextual_we""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,11,layer_11,mean_pooled,0.8776,0.7435999999999998,16,9,True,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23]",0.7,9,layer_9,mean_pooled,0.9908,0.9096000000000001,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
20,pronoun_richness_and_reduction,0.922,0.862139423076923,0.9733333333333333,0.992,0.9770418362247448,1.0,0.8316000000000001,0.7379995192307693,0.9161046674791956,char_tfidf,0.09039999999999992,0.3303999999999999,12,mean_pooled,False,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.5,0.40908153686195653,0.5866481258794803,word_tfidf,0.5,1,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_overt_pronoun"", ""japanese_zero_subject"", ""repeated_pronoun_reduction""]","[""cross_sentence_pronoun_omission"", ""zero_object_reference""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,12,layer_12,mean_pooled,0.992,0.922,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,1,layer_1,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
21,possession_and_alienability,0.7276,0.6199635485287659,0.813539839012528,0.8356,0.7510830752755648,0.903144891097029,0.8464,0.7666766706682673,0.9150941022544283,word_tfidf,-0.11880000000000002,0.18400000000000005,15,mean_pooled,True,0.8735999999999999,0.799891968787515,0.9310251890572294,0.9604,0.9251097408026757,0.9887600972475269,0.5,0.5,0.5,word_tfidf,0.37359999999999993,5,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""body_part_possession"", ""kinship_possession"", ""ownership_possession""]","[""associated_relation_low_control"", ""legal_ownership_relation""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,15,layer_15,mean_pooled,0.8356,0.7276,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,5,layer_5,final_token,0.9604,0.8735999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
22,tense_prominence,0.6624000000000001,0.5515136525974026,0.7772526667662198,0.7076,0.6087718592171718,0.8025058758608914,0.6684,0.5567833370827411,0.772313925570228,char_tfidf,-0.005999999999999894,0.19960000000000006,5,final_token,True,0.9252,0.8668656863969364,0.9700025252525252,0.8248,0.7380602240896358,0.8937428789697697,0.7458,0.6468458114953299,0.829495871075703,char_tfidf,0.1794,1,final_token,True,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_morphological_tense"", ""explicit_time_anchor"", ""mandarin_temporal_adverb""]","[""discourse_time_inference"", ""unmarked_event_time_reference""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,5,layer_5,final_token,0.7076,0.6624000000000001,13,6,True,"[0, 1, 2, 7, 11, 13, 14, 15, 16, 17, 18, 22, 23]",0.7,1,layer_1,final_token,0.8248,0.9252,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
23,aspect_and_event_structure,0.4696,0.3514833113746158,0.5892532195905259,0.7084,0.605144267362505,0.8085125811688311,0.33920000000000006,0.23640496119135304,0.4496305740666399,char_tfidf,0.13039999999999996,-0.08719999999999994,14,mean_pooled,True,0.38359999999999994,0.2732459168040925,0.5054091522972826,0.9616,0.9277492072108943,0.9843963166662013,0.5,0.5,0.5,word_tfidf,-0.11640000000000006,18,final_token,False,3,2,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_progressive"", ""russian_imperfective"", ""russian_perfective""]","[""completive_ongoing_contrast"", ""punctual_event_structure""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,14,layer_14,mean_pooled,0.7084,0.4696,0,0,False,[],0.7,18,layer_18,final_token,0.9616,0.38359999999999994,0,0,False,[],False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,False,0.65,False,True,True,False,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.
24,modality_and_mood,0.6376000000000001,0.5343076023359419,0.7450999318646377,0.7656000000000001,0.6742335191804542,0.8566842679100626,0.535,0.42973068501149597,0.6461536012296881,length_punct,0.10260000000000002,0.024800000000000044,21,final_token,True,0.7444,0.6470352564102564,0.83575375,0.9683999999999999,0.9361453091875048,0.9904988093556811,0.5,0.3868810024009603,0.6051859413249693,word_tfidf,0.24439999999999995,21,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""imperative_mood"", ""modal_auxiliary"", ""modal_periphrastic""]","[""impersonal_modality"", ""nominalized_modality""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,21,layer_21,final_token,0.7656000000000001,0.6376000000000001,2,1,True,"[12, 17]",0.7,21,layer_21,final_token,0.9683999999999999,0.7444,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,False,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.
25,epistemic_modality,0.7236,0.6186460160987471,0.818546875,0.8031999999999999,0.7139222756410257,0.8828099999999999,0.6599999999999999,0.5521318009962606,0.7641877428436546,length_punct,0.0636000000000001,0.14680000000000004,10,mean_pooled,True,0.7515999999999999,0.6450515726290517,0.8444366502463054,1.0,0.9999999999999999,1.0,0.6472,0.5310033207994737,0.7507195871761089,word_tfidf,0.10439999999999994,0,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""certainty_adverb"", ""possibility_adverb"", ""probability_adverb""]","[""evidential_like_apparent_marker"", ""low_confidence_periphrasis""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,10,layer_10,mean_pooled,0.8031999999999999,0.7236,22,16,True,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,mean_pooled,1.0,0.7515999999999999,21,16,True,"[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue with activation stronger than text baseline,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
26,evidentiality,0.48279999999999995,0.3696793050699301,0.5970078088053403,0.772,0.6699290235834463,0.8735761099054826,0.10560000000000001,0.04726137727818401,0.17271325321883416,char_tfidf,0.3771999999999999,-0.31680000000000014,6,final_token,True,0.7020000000000001,0.5985491071428571,0.8119111936497643,0.8855999999999999,0.8165064885762658,0.9423132183908047,0.4866,0.3697866586538462,0.5963507013731175,char_tfidf,0.2154000000000001,6,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_reported_source_phrase"", ""turkish_direct_past"", ""turkish_reported_evidential""]","[""hearsay_source_construction"", ""inference_source_construction""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,6,layer_6,final_token,0.772,0.48279999999999995,0,0,False,[],0.7,6,layer_6,final_token,0.8855999999999999,0.7020000000000001,1,1,True,[6],False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,False,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.
27,mirativity_stance_and_affect_marking,0.8324000000000001,0.7398836051330684,0.9078818181818181,1.0,0.9999999999999999,1.0,0.8518,0.7773092410040939,0.9131750143239113,length_punct,-0.019399999999999862,0.2916000000000001,0,final_token,False,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.9528,0.9039370216685708,0.9889179519568769,char_tfidf,0.04720000000000002,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""sentence_final_affect"", ""surprise_adverbial"", ""unexpectedness_marker""]","[""mirative_reaction_construction"", ""speaker_attitude_particle""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,16,layer_16,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
28,negation_and_polarity_structure,0.8272,0.7392357723457054,0.9002080094400448,0.7568,0.6480879583709145,0.8547302777923229,0.8560000000000001,0.7779539049919485,0.9259420773759894,word_tfidf,-0.028800000000000048,0.4212000000000001,4,mean_pooled,True,0.9604,0.9229063490746173,0.9863999999999999,0.7867999999999999,0.6942864583333332,0.8684932715004106,0.5,0.5,0.5,length_punct,0.46040000000000003,2,mean_pooled,True,3,1,3,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""denial_phrase"", ""never_negation"", ""simple_not_negation""]","[""failed_to_negative_predicate"", ""neither_nor_construction"", ""without_negative_construction""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,4,layer_4,mean_pooled,0.7568,0.8272,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,2,layer_2,mean_pooled,0.7867999999999999,0.9604,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
29,quantifier_scope_and_distributivity,0.86,0.7838735494197678,0.9255137499999998,0.922,0.8676773119122256,0.9690902674306994,0.8535999999999999,0.7730282687692688,0.9195882321731749,char_tfidf,0.006400000000000072,0.28,1,mean_pooled,False,0.9743999999999999,0.9470092332396629,0.992727931488801,1.0,0.9999999999999999,1.0,0.6472,0.5353500491105533,0.7474911682858612,char_tfidf,0.32719999999999994,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""existential_quantifier"", ""negative_quantifier"", ""universal_quantifier""]","[""collective_distributive_paraphrase"", ""scope_reordering_quantifier""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,1,layer_1,mean_pooled,0.922,0.86,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,16,layer_16,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
30,conditional_and_counterfactual_marking,0.7072,0.6019862327282749,0.8012120673076923,0.7192,0.6199605378515096,0.8157291666666666,0.5808,0.4631756296465623,0.6953052493724762,length_punct,0.12640000000000007,0.2892,15,final_token,True,0.9284,0.8729904300082102,0.9723028389214158,1.0,0.9999999999999999,1.0,0.5,0.5,0.5,length_punct,0.4284,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""counterfactual_if_had"", ""hypothetical_modal_conditional"", ""if_then_conditional""]","[""sufficient_condition_paraphrase"", ""unmarked_dependency_conditional""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,15,layer_15,final_token,0.7192,0.7072,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,0.9284,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue with activation stronger than text baseline,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.
31,subordination_and_embedding,0.5,0.35897435897435903,0.6458639705882353,1.0,0.9999999999999999,1.0,0.5,0.35897435897435903,0.6458639705882353,word_tfidf,0.0,-0.027200000000000002,0,final_token,False,0.7468,0.6400897958472688,0.8394247662935106,1.0,0.9999999999999999,1.0,0.5,0.3884673295454546,0.6137692906584917,word_tfidf,0.24680000000000002,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""belief_embedding"", ""claim_embedding"", ""reason_clause""]","[""nonfinite_embedding"", ""recursive_embedding""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,20,layer_20,final_token,1.0,0.5188,0,0,False,[],0.7,1,layer_1,final_token,1.0,0.75,13,5,True,"[0, 1, 2, 3, 4, 14, 15, 16, 18, 19, 20, 21, 22]",False,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,False,True,True,False,not_run,False,False,False,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue; surface-visible text cue also present,Do not pursue this variable under the current model/dataset until activation recoverability improves.
32,quotation_and_reported_speech_structure,0.998,0.9927999279711884,1.0,0.9812,0.9485893562126865,0.9987999999999999,0.9421999999999999,0.9074675324675325,0.9687950451155973,word_tfidf,0.05580000000000007,0.402,6,mean_pooled,False,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.5,0.3755464806114754,0.6207482616783795,word_tfidf,0.5,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_direct_quote_punctuation"", ""english_indirect_report"", ""japanese_quotative_to""]","[""embedded_claim_report"", ""paraphrased_report""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,6,layer_6,mean_pooled,0.9812,0.998,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,False,not_run,False,True,False,levels1_3_4_passed_ready_for_learned_activation_direction_viability,True,False,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.
