variable_id,variable,inspection_grade,ablation_screen_category,split,dose,primary_dose,intervention_kind,target_feature,intervention_feature,feature_high_side,steering_side,train_target_activation_gap,steering_coefficient,baseline_downstream_score,steered_downstream_score,mean_attenuation,attenuation_fraction,attenuation_ci_low,attenuation_ci_high,attenuation_bootstrap_p,mean_final_repr_cosine_to_baseline
3,nominal_modifier_order,C,positive_control_advantage,test,2.0,False,matched_control,4426,8685,basis,changed,0.014806400751694999,0.029612801503389997,0.11259298026561737,0.1168888509273529,-0.004295851029455662,-0.03815380869501231,-0.006687676359899342,-0.0017970899427309653,0.0009995002498750624,0.9999981866209273
3,nominal_modifier_order,C,positive_control_advantage,test,2.0,False,matched_control,4426,1385,basis,changed,0.014806400751694999,0.029612801503389997,0.11259298026561737,0.11261852085590363,-2.553654834628105e-05,-0.00022680408926060882,-0.00243408563034609,0.0022154240556992583,0.992503748125937,0.9999978756020212
3,nominal_modifier_order,C,positive_control_advantage,test,2.0,False,matched_control,4426,12995,basis,changed,0.014806400751694999,0.029612801503389997,0.11259298026561737,0.10519731789827347,0.007395659610629082,0.06568490853676694,0.005556603397242725,0.00940771168284118,0.0009995002498750624,0.9999980476885365
4,case_marking,B,null_or_reverse,val,0.5,False,target,13269,13269,changed,basis,0.0063829266000539,0.00319146330002695,1.016333818435669,1.017082691192627,-0.0007487253844738007,-0.0007366923848172557,-0.0022586658112704753,0.0008252478428184979,0.35082458770614694,0.9999985275341203
4,case_marking,B,null_or_reverse,val,0.5,False,matched_control,13269,6618,changed,basis,0.0063829266000539,0.00319146330002695,1.016333818435669,1.0162047147750854,0.00012928217649459838,0.0001272044422309869,-0.0015815489217638969,0.0018842133134603484,0.8645677161419291,0.9999983754975134
4,case_marking,B,null_or_reverse,val,0.5,False,matched_control,13269,4814,changed,basis,0.0063829266000539,0.00319146330002695,1.016333818435669,1.0155571699142456,0.0007767222821712493,0.0007642393356218065,-0.0008743716776371002,0.002492295566946267,0.3598200899550225,0.9999983836651186
4,case_marking,B,null_or_reverse,val,0.5,False,matched_control,13269,12995,changed,basis,0.0063829266000539,0.00319146330002695,1.016333818435669,1.0156171321868896,0.0007168485224246979,0.0007053278257807697,-0.0011286473236978055,0.0023949015922844403,0.3938030984507746,0.9999983682644047
4,case_marking,B,null_or_reverse,val,1.0,True,target,13269,13269,changed,basis,0.0063829266000539,0.0063829266000539,1.016333818435669,1.0158463716506958,0.0004876472055912018,0.00047981007494347043,-0.0011712569817900658,0.0021512825600802877,0.6006996501749126,0.9999984402582824
4,case_marking,B,null_or_reverse,val,1.0,True,matched_control,13269,6618,changed,basis,0.0063829266000539,0.0063829266000539,1.016333818435669,1.0148773193359375,0.001456616520881653,0.0014332067815313503,-0.0002675820589065552,0.003230893343687056,0.10094952523738131,0.9999983765145782
4,case_marking,B,null_or_reverse,val,1.0,True,matched_control,13269,4814,changed,basis,0.0063829266000539,0.0063829266000539,1.016333818435669,1.0188655853271484,-0.0025316357612609865,-0.0024909490517177274,-0.00456769061088562,-0.0004621192291378983,0.017991004497751123,0.9999984226899258
4,case_marking,B,null_or_reverse,val,1.0,True,matched_control,13269,12995,changed,basis,0.0063829266000539,0.0063829266000539,1.016333818435669,1.016186237335205,0.00014758944511413573,0.0001452174890148829,-0.0016630701869726182,0.0018736626654863354,0.8445777111444278,0.9999983976131493
4,case_marking,B,null_or_reverse,val,2.0,False,target,13269,13269,changed,basis,0.0063829266000539,0.0127658532001078,1.016333818435669,1.0172802209854126,-0.0009463295340538025,-0.0009311207763512029,-0.0028457452207803725,0.0009040706530213347,0.3378310844577711,0.999998130104489
4,case_marking,B,null_or_reverse,val,2.0,False,matched_control,13269,6618,changed,basis,0.0063829266000539,0.0127658532001078,1.016333818435669,1.0181586742401123,-0.0018246763944625855,-0.00179535144985248,-0.00393989098072052,0.0001501662731170647,0.07296351824087956,0.9999980852550917
4,case_marking,B,null_or_reverse,val,2.0,False,matched_control,13269,4814,changed,basis,0.0063829266000539,0.0127658532001078,1.016333818435669,1.020613670349121,-0.004279686212539673,-0.004210906037867483,-0.0058658446818590166,-0.0027252555340528503,0.0009995002498750624,0.9999982247580834
4,case_marking,B,null_or_reverse,val,2.0,False,matched_control,13269,12995,changed,basis,0.0063829266000539,0.0127658532001078,1.016333818435669,1.0178062915802002,-0.001472296267747879,-0.0014486345342852244,-0.0033824167139828204,0.0005806049257516855,0.15092453773113443,0.9999981840984506
4,case_marking,B,null_or_reverse,test,0.5,False,target,13269,13269,changed,basis,0.0063829266000539,0.00319146330002695,0.836494505405426,0.8392767906188965,-0.002782292366027832,-0.0033261334629799285,-0.0045180805623531335,-0.0012778704911470416,0.0009995002498750624,0.9999983735387952
4,case_marking,B,null_or_reverse,test,0.5,False,matched_control,13269,6618,changed,basis,0.0063829266000539,0.00319146330002695,0.836494505405426,0.836824893951416,-0.0003303462266921997,-0.0003949173898423755,-0.001833561435341835,0.0010748658776283256,0.623688155922039,0.9999983840858839
4,case_marking,B,null_or_reverse,test,0.5,False,matched_control,13269,4814,changed,basis,0.0063829266000539,0.00319146330002695,0.836494505405426,0.8384494781494141,-0.001954999566078186,-0.0023371337808497034,-0.003422141522169113,-0.0005202111899852756,0.008995502248875561,0.9999984057052153
4,case_marking,B,null_or_reverse,test,0.5,False,matched_control,13269,12995,changed,basis,0.0063829266000539,0.00319146330002695,0.836494505405426,0.8368736505508423,-0.00037910163402557376,-0.0004532027784711312,-0.0019110886752605437,0.0010994379371404642,0.6136931534232883,0.9999983594591018
4,case_marking,B,null_or_reverse,test,1.0,True,target,13269,13269,changed,basis,0.0063829266000539,0.0063829266000539,0.836494505405426,0.8376346826553345,-0.00114016592502594,-0.0013630285885420524,-0.002637923032045364,0.00037231627106666415,0.15292353823088456,0.9999984114763799
4,case_marking,B,null_or_reverse,test,1.0,True,matched_control,13269,6618,changed,basis,0.0063829266000539,0.0063829266000539,0.836494505405426,0.8376137614250183,-0.0011193180084228516,-0.0013381056315251573,-0.0027950202375650406,0.0005087482333183287,0.1519240379810095,0.999998274596325
4,case_marking,B,null_or_reverse,test,1.0,True,matched_control,13269,4814,changed,basis,0.0063829266000539,0.0063829266000539,0.836494505405426,0.8391160368919373,-0.002621617317199707,-0.003134052047274454,-0.0039005316346883774,-0.001271547153592112,0.0009995002498750624,0.9999983399743674
4,case_marking,B,null_or_reverse,test,1.0,True,matched_control,13269,12995,changed,basis,0.0063829266000539,0.0063829266000539,0.836494505405426,0.83625328540802,0.00024124324321746825,0.00028839788146671,-0.0015583176910877227,0.0019782047271728483,0.7926036981509246,0.9999983421094457
4,case_marking,B,null_or_reverse,test,2.0,False,target,13269,13269,changed,basis,0.0063829266000539,0.0127658532001078,0.836494505405426,0.8362811207771301,0.00021328985691070556,0.0002549805832942439,-0.0014728438705205917,0.0019185893237590775,0.7976011994002998,0.9999980752960761
4,case_marking,B,null_or_reverse,test,2.0,False,matched_control,13269,6618,changed,basis,0.0063829266000539,0.0127658532001078,0.836494505405426,0.8381821513175964,-0.0016876482963562012,-0.0020175246644785123,-0.0032712416648864747,-0.00011727634072303807,0.030984507746126936,0.9999980921285192
