variable_id,variable,selection_slot,feature_id,selection_basis,original_candidate_rank,train_effect,val_effect,p_maxT,train_fwer_significant,val_same_direction,specificity_rank,specificity_ratio,specificity_margin,specificity_z
30,conditional_and_counterfactual_marking,4,15938,train_fwer_plus_val_direction,1,0.8586918115615845,0.4985992014408111,0.0004997501249375,True,True,1,1.700768473576357,0.3538072109222412,5.393826219946942
30,conditional_and_counterfactual_marking,5,11810,train_fwer_plus_val_direction,18,0.7173345685005188,0.1414213478565216,0.0004997501249375,True,True,1,1.6875083911809223,0.2922495305538177,6.04119541653817
31,subordination_and_embedding,1,7643,original_trainval_selected,10,0.9267303943634032,0.91140878200531,0.0004997501249375,True,True,1,1.973788827737118,0.4572118818759918,5.136812013518638
31,subordination_and_embedding,2,11461,train_fwer_plus_val_direction,14,0.9137725234031676,0.9631659388542176,0.0004997501249375,True,True,1,1.4730190321916428,0.2934325933456421,5.785884752296816
31,subordination_and_embedding,3,2726,train_fwer_plus_val_direction,7,0.9437970519065856,0.9816505908966064,0.0004997501249375,True,True,1,1.4151908158158155,0.276892602443695,3.5016183299015204
31,subordination_and_embedding,4,13999,train_fwer_plus_val_direction,12,0.9166191816329956,0.8648797869682312,0.0004997501249375,True,True,1,1.4112190604786354,0.2670962214469909,5.832652319199314
31,subordination_and_embedding,5,3830,train_fwer_plus_val_direction,4,0.954775094985962,0.9880829453468324,0.0004997501249375,True,True,1,1.361009846938871,0.2532554864883423,5.099055985111691
32,quotation_and_reported_speech_structure,1,1754,original_trainval_selected,4,-0.8295131921768188,-0.8591980934143066,0.0004997501249375,True,True,1,2.7008488887245767,0.5223826467990875,10.187565801107908
32,quotation_and_reported_speech_structure,2,5496,train_fwer_plus_val_direction,15,-0.806846559047699,-0.7858017683029175,0.0004997501249375,True,True,1,2.5197638838048313,0.4866393506526947,8.329702676841238
32,quotation_and_reported_speech_structure,3,2323,train_fwer_plus_val_direction,2,-0.8311352133750916,-0.875400185585022,0.0004997501249375,True,True,1,2.452835399433711,0.4922885000705719,7.438290025978979
32,quotation_and_reported_speech_structure,4,15531,train_fwer_plus_val_direction,10,-0.816766083240509,-0.8443830013275146,0.0004997501249375,True,True,1,2.3367689806425735,0.4672381281852722,8.425564338728082
32,quotation_and_reported_speech_structure,5,11822,train_fwer_plus_val_direction,8,-0.8189233541488647,-0.8653619289398193,0.0004997501249375,True,True,1,1.74373718143974,0.3492864370346069,5.68515400715684
33,discourse_relation_marking,1,9728,original_trainval_selected,12,-0.8808950781822205,-0.1116095930337905,0.0004997501249375,True,True,3,0.9462949674398632,-0.0499933958053588,1.6148316345143643
33,discourse_relation_marking,2,9675,train_fwer_only,13,-0.8808785080909729,0.068820796906948,0.0004997501249375,True,False,3,0.9410267716575544,-0.0552037954330444,1.5928289248053835
33,discourse_relation_marking,3,4016,train_fwer_only,7,-0.881783127784729,0.170199766755104,0.0004997501249375,True,False,3,0.9345856751621404,-0.0617185235023498,1.5217942913422349
33,discourse_relation_marking,4,7036,train_fwer_only,2,-0.8826311826705933,0.0727877914905548,0.0004997501249375,True,False,3,0.921929824452178,-0.074742317199707,1.5137383456924194
33,discourse_relation_marking,5,2668,train_fwer_only,21,-0.8789948225021362,0.1647526770830154,0.0004997501249375,True,False,3,0.9214073538962114,-0.0749750137329101,1.5119813832399212
34,topic_comment_structure,1,10896,original_trainval_selected,22,-0.6802915930747986,-0.2903422713279724,0.0004997501249375,True,True,1,1.4702691833116046,0.2175929248332977,5.611407761895409
34,topic_comment_structure,2,6760,train_fwer_plus_val_direction,20,-0.6856691241264343,-0.4045546054840088,0.0004997501249375,True,True,1,1.2527807338941992,0.1383513808250427,5.1603499368571075
34,topic_comment_structure,3,2509,train_fwer_plus_val_direction,1,-0.8676437735557556,-0.5782672762870789,0.0004997501249375,True,True,1,1.2272102988009603,0.1606388092041015,4.387661712852083
34,topic_comment_structure,4,1302,train_fwer_plus_val_direction,4,0.7794960737228394,0.5337711572647095,0.0004997501249375,True,True,1,1.094299028610833,0.0671715140342712,3.1895626269563717
34,topic_comment_structure,5,11611,train_fwer_plus_val_direction,3,-0.7946255803108215,-0.5738545060157776,0.0004997501249375,True,True,1,1.0908503484409509,0.0661795735359191,2.7227642591312784
35,focus_and_given_new_marking,1,7136,original_trainval_selected,17,0.6991597414016724,0.4188220798969269,0.0004997501249375,True,True,1,1.3446213958875517,0.1791920065879821,4.566524154777627
35,focus_and_given_new_marking,2,15357,train_fwer_plus_val_direction,7,-0.7042022347450256,-0.1850019842386245,0.0004997501249375,True,True,1,1.313247719458777,0.1679726839065551,4.961007358525131
35,focus_and_given_new_marking,3,209,train_fwer_plus_val_direction,15,0.6999995708465576,0.1616352051496505,0.0004997501249375,True,True,1,1.2971052373188945,0.1603366732597351,4.605848707742998
35,focus_and_given_new_marking,4,8334,train_fwer_plus_val_direction,12,0.7021234035491943,0.3807081580162048,0.0004997501249375,True,True,1,1.1379464775627104,0.0851142406463623,4.22145975457123
35,focus_and_given_new_marking,5,3848,train_fwer_plus_val_direction,18,0.6990575790405273,0.680551290512085,0.0004997501249375,True,True,2,0.9818896635790686,-0.0128936767578125,3.52874890899298
36,genericity_and_kind_level_reference,1,5836,original_trainval_selected,5,0.3723295629024505,0.2329976558685302,0.0004997501249375,True,True,2,0.6125380761530906,-0.2355176508426666,2.1276478379800685
36,genericity_and_kind_level_reference,2,1858,train_fwer_plus_val_direction,7,0.3655546903610229,0.3438003659248352,0.0004997501249375,True,True,3,0.9010122631450784,-0.0401608645915985,2.808965484368138
36,genericity_and_kind_level_reference,3,13521,train_fwer_plus_val_direction,1,0.3883495926856994,0.303230732679367,0.0004997501249375,True,True,3,0.6500871498975244,-0.2090312242507934,1.6061115420255696
36,genericity_and_kind_level_reference,4,142,train_fwer_plus_val_direction,20,0.3381481468677521,0.3360438942909241,0.0004997501249375,True,True,4,0.6934358039954318,-0.1494934558868408,1.8217799546714817
36,genericity_and_kind_level_reference,5,2022,train_fwer_plus_val_direction,13,0.3484724462032318,0.3540540933609009,0.0004997501249375,True,True,5,0.6295904967805409,-0.2050181925296783,1.4977498487815428
37,social_deixis_honorifics_status_encoding,1,2081,original_trainval_selected,12,0.8197708129882812,0.4216081798076629,0.0004997501249375,True,True,1,2.770873284695797,0.523917943239212,10.901721731816718
37,social_deixis_honorifics_status_encoding,2,6025,train_fwer_plus_val_direction,17,0.7618224620819092,0.0650571286678314,0.0004997501249375,True,True,1,2.6226364357247074,0.4713428318500519,8.803439853344106
37,social_deixis_honorifics_status_encoding,3,2373,train_fwer_plus_val_direction,6,0.8767595887184143,0.8749803304672241,0.0004997501249375,True,True,1,1.6613776292522755,0.3490291237831116,5.604344603258463
37,social_deixis_honorifics_status_encoding,4,9261,train_fwer_plus_val_direction,8,0.8623298406600952,0.6055989265441895,0.0004997501249375,True,True,1,1.5419130344701235,0.3030701279640198,4.521449968715015
37,social_deixis_honorifics_status_encoding,5,3341,train_fwer_plus_val_direction,10,0.8244761228561401,0.740835428237915,0.0004997501249375,True,True,1,1.5107343902187027,0.2787308692932129,4.727332518110353
38,speech_act_force_and_request_directness,1,3396,original_trainval_selected,12,0.4395684003829956,0.0573147684335708,0.0004997501249375,True,True,1,1.5016185486613225,0.1468386650085449,3.8777542600909873
38,speech_act_force_and_request_directness,2,5707,train_fwer_plus_val_direction,8,0.4508524239063263,0.7154470086097717,0.0004997501249375,True,True,1,1.1261040911602511,0.0504876375198364,3.174357156183408
38,speech_act_force_and_request_directness,3,13976,train_fwer_plus_val_direction,15,0.4376081526279449,0.2388948202133178,0.0004997501249375,True,True,2,0.8736750907905675,-0.0632738769054412,2.0738055588160464
38,speech_act_force_and_request_directness,4,14406,train_fwer_plus_val_direction,20,0.4279492497444153,0.613838791847229,0.0004997501249375,True,True,3,0.8740642348246046,-0.0616592168807983,2.3948724665011945
38,speech_act_force_and_request_directness,5,2145,train_fwer_plus_val_direction,23,0.4255480766296386,0.0907284989953041,0.0004997501249375,True,True,3,0.7331987674435442,-0.1548512578010559,1.7093718082363538
39,deixis_and_perspective_anchoring,1,14441,original_trainval_selected,2,-0.7022145986557007,-0.3162277638912201,0.0004997501249375,True,True,1,2.0270274199657763,0.3557887971401214,6.014338246178006
39,deixis_and_perspective_anchoring,2,9622,train_fwer_plus_val_direction,1,-0.7627482414245605,-0.4721175134181976,0.0004997501249375,True,True,7,0.8834003091019393,-0.1006748676300048,1.482505154055611
39,deixis_and_perspective_anchoring,3,11602,train_fwer_only,7,-0.6252319812774658,0.0,0.0004997501249375,True,False,1,1.764503471763139,0.2708932161331177,6.351766978755706
39,deixis_and_perspective_anchoring,4,6132,train_fwer_only,8,-0.6227716207504272,0.0,0.0004997501249375,True,False,1,1.498058422043783,0.2070524394512176,5.240397742174966
39,deixis_and_perspective_anchoring,5,4923,train_fwer_only,3,0.6888219714164734,-0.4088878333568573,0.0004997501249375,True,False,3,0.8252463131928697,-0.1458645462989807,1.8167853247158432
40,orthographic_and_tokenization_interface,1,3132,original_trainval_selected,24,-0.4180063605308532,-0.1414213478565216,0.0004997501249375,True,True,3,0.8358437310495543,-0.0820947289466857,1.9909692010579765
40,orthographic_and_tokenization_interface,2,16180,train_fwer_plus_val_direction,21,-0.4308347105979919,-0.3856420516967773,0.0004997501249375,True,True,4,0.6228265780097676,-0.2609063386917114,1.4363905568572748
40,orthographic_and_tokenization_interface,3,9673,train_fwer_plus_val_direction,17,-0.4552224576473236,-0.1980896294116974,0.0004997501249375,True,True,5,0.7467144474557976,-0.1544114649295807,1.5045247190029127
40,orthographic_and_tokenization_interface,4,2602,train_fwer_plus_val_direction,14,-0.4717598557472229,-0.399207592010498,0.0004997501249375,True,True,6,0.7476976473194443,-0.1591901779174804,1.353334826098766
40,orthographic_and_tokenization_interface,5,12291,train_fwer_plus_val_direction,12,-0.486632764339447,-0.2040924131870269,0.0004997501249375,True,True,6,0.6461559294583124,-0.2664869427680969,1.1824749425288177
