variable_id,variable,pooling,rank,feature_id,train_effect,val_effect,test_effect,train_cohen_dz,val_cohen_dz,test_cohen_dz,train_nonzero_fraction,val_nonzero_fraction,test_nonzero_fraction,train_direction_fraction,val_direction_fraction,test_direction_fraction,val_same_direction,test_same_direction
1,Subject expression / pro-drop,mean,11,13175,0.8450655341148376,0.9583470225334167,0.9686412215232849,1.57858145236969,3.3217594623565674,3.8593318462371826,1.0,1.0,1.0,0.99,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,12,604,0.8442023396492004,0.9600869417190552,0.9680061936378479,1.5729626417160034,3.3980319499969482,3.818948984146118,1.0,1.0,1.0,0.9925,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,13,9375,0.8439128994941711,0.9630271196365356,0.9682308435440063,1.5710874795913696,3.5387203693389893,3.833097457885742,1.0,1.0,1.0,1.0,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,14,981,0.8437371253967285,0.9581711292266846,0.970833957195282,1.5699527263641357,3.314302444458008,4.008604049682617,1.0,1.0,1.0,0.9825,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,15,5694,0.843275249004364,0.96160888671875,0.9684674143791199,1.5669766664505005,3.468883991241455,3.8481576442718506,1.0,1.0,1.0,0.9975,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,16,8792,0.842745304107666,0.9608463048934937,0.9704609513282776,1.563573956489563,3.432874917984009,3.9820609092712402,1.0,1.0,1.0,0.975,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,17,10770,0.8413940072059631,0.959989070892334,0.9700425267219543,1.5549745559692383,3.393613576889038,3.9528698921203613,1.0,1.0,1.0,0.995,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,18,13390,0.8413236141204834,0.9599956274032593,0.968451201915741,1.5545271635055542,3.393911361694336,3.8471288681030273,1.0,1.0,1.0,0.995,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,19,10331,0.840677797794342,0.9643188714981079,0.9684593081474304,1.5504562854766846,3.605849027633667,3.847642183303833,1.0,1.0,1.0,0.98,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,20,15975,0.8405076861381531,0.9559950232505798,0.964759886264801,1.549385666847229,3.2257633209228516,3.6295928955078125,1.0,1.0,1.0,0.995,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,21,665,0.8404029011726379,0.9604671597480774,0.9696344137191772,1.548728585243225,3.415353298187256,3.9249727725982666,1.0,1.0,1.0,1.0,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,22,14906,0.8402252197265625,0.9583491086959839,0.9690950512886047,1.5476140975952148,3.3218438625335693,3.8889455795288086,1.0,1.0,1.0,0.99,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,23,15859,0.8396674394607544,0.9609121084213257,0.9683441519737244,1.5441277027130127,3.435936450958252,3.840301275253296,1.0,1.0,1.0,1.0,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,24,11147,0.8393648862838745,0.9606167078018188,0.9674946069717407,1.5422453880310059,3.42224383354187,3.787271738052368,1.0,1.0,1.0,0.98,1.0,1.0,True,True
1,Subject expression / pro-drop,mean,25,5688,0.8393221497535706,0.9651979804039001,0.9710953235626221,1.5419803857803345,3.653620481491089,4.027508735656738,1.0,1.0,1.0,0.99,1.0,1.0,True,True
1,Subject expression / pro-drop,final,1,4441,-0.7896255254745483,-0.9286953210830688,-0.9507593512535095,-1.285287618637085,-2.4791085720062256,-3.036821126937866,1.0,1.0,1.0,0.915,1.0,1.0,True,True
1,Subject expression / pro-drop,final,2,9465,-0.7878605127334595,-0.9180216789245605,-0.9635710716247559,-1.2776985168457031,-2.2918689250946045,-3.5665619373321533,1.0,1.0,1.0,0.955,1.0,1.0,True,True
1,Subject expression / pro-drop,final,3,15059,0.7875486016273499,0.8772242069244385,0.9057405591011047,1.276366114616394,1.8088771104812622,2.115546226501465,1.0,1.0,1.0,0.9225,0.96,1.0,True,True
1,Subject expression / pro-drop,final,4,8182,-0.7674951553344727,-0.97221440076828,-0.9669405221939087,-1.1957404613494873,-4.111369609832764,-3.7537758350372314,1.0,1.0,1.0,0.91,1.0,1.0,True,True
1,Subject expression / pro-drop,final,5,10074,-0.7498114109039307,-0.8153024911880493,-0.67576003074646,-1.1318250894546509,-1.393884539604187,-0.9075410962104797,0.7675,1.0,0.98,0.7625,0.92,0.86,True,True
1,Subject expression / pro-drop,final,6,2734,0.7421136498451233,0.8408308029174805,0.8731831312179565,1.1057952642440796,1.5377482175827026,1.773535132408142,1.0,1.0,1.0,0.89,0.94,0.96,True,True
1,Subject expression / pro-drop,final,7,7918,-0.7169811725616455,-0.7597454786300659,-0.8122774362564087,-1.027244210243225,-1.1566991806030273,-1.3786273002624512,1.0,1.0,1.0,0.8825,0.86,0.9,True,True
1,Subject expression / pro-drop,final,8,164,-0.6865192651748657,-0.745912492275238,-0.8906696438789368,-0.942992091178894,-1.108658790588379,-1.9393290281295776,1.0,1.0,1.0,0.8375,0.88,0.98,True,True
1,Subject expression / pro-drop,final,9,4549,0.6860515475273132,0.19998955726623535,0.7562991976737976,0.9417783617973328,0.20206165313720703,1.1444027423858643,0.815,0.04,0.62,0.7675,0.04,0.62,True,True
1,Subject expression / pro-drop,final,10,14168,-0.6794955730438232,-0.21360094845294952,-0.751140832901001,-0.9249895215034485,-0.216449573636055,-1.1264114379882812,1.0,1.0,1.0,0.8275,0.56,0.8,True,True
1,Subject expression / pro-drop,final,11,3288,-0.6767577528953552,-0.8207153081893921,-0.9537580609321594,-0.9181014895439148,-1.4220436811447144,-3.141216516494751,1.0,1.0,1.0,0.85,0.88,1.0,True,True
1,Subject expression / pro-drop,final,12,13191,-0.6482129096984863,0.515220046043396,0.27879729866981506,-0.8502128720283508,0.5951077938079834,0.2873902916908264,1.0,1.0,1.0,0.82,0.66,0.62,False,False
1,Subject expression / pro-drop,final,13,8003,-0.636698842048645,-0.9036629796028137,-0.8662654161453247,-0.8246562480926514,-2.0889482498168945,-1.7165457010269165,1.0,1.0,1.0,0.8175,0.98,0.94,True,True
1,Subject expression / pro-drop,final,14,3044,-0.6181179285049438,0.6370571255683899,0.4831850528717041,-0.7853412628173828,0.8181638121604919,0.5463378429412842,0.6875,0.66,0.34,0.615,0.64,0.34,False,False
1,Subject expression / pro-drop,final,15,7700,0.6144094467163086,-0.5854982137680054,-0.3054310083389282,0.7777576446533203,-0.7149777412414551,-0.3175349235534668,1.0,0.92,1.0,0.8125,0.72,0.54,False,False
1,Subject expression / pro-drop,final,16,14004,-0.5987372994422913,-0.396252304315567,-0.840548038482666,-0.7466028928756714,-0.4272432327270508,-1.5359851121902466,1.0,1.0,1.0,0.7725,0.7,0.96,True,True
1,Subject expression / pro-drop,final,17,10152,-0.589383602142334,-0.6657127737998962,-0.7171773910522461,-0.7286553978919983,-0.883161187171936,-1.0187671184539795,0.5325,0.5,0.64,0.5,0.5,0.64,True,True
1,Subject expression / pro-drop,final,18,11776,-0.5845789909362793,-0.9035031199455261,-0.9457787275314331,-0.719612181186676,-2.0869359970092773,-2.88250994682312,1.0,1.0,1.0,0.785,1.0,1.0,True,True
1,Subject expression / pro-drop,final,19,5159,-0.5806612372398376,-0.8565335273742676,-0.9373817443847656,-0.712323784828186,-1.6429740190505981,-2.6642284393310547,1.0,1.0,1.0,0.7325,0.94,0.98,True,True
1,Subject expression / pro-drop,final,20,14795,-0.5795155763626099,-0.8603818416595459,-0.9220954775810242,-0.7102065086364746,-1.6712149381637573,-2.358956813812256,1.0,1.0,1.0,0.7425,0.96,1.0,True,True
1,Subject expression / pro-drop,final,21,15659,0.5756201148033142,-0.8057172298431396,-0.73876953125,0.7030548453330994,-1.346646785736084,-1.0851480960845947,1.0,1.0,1.0,0.7625,0.92,0.92,False,False
1,Subject expression / pro-drop,final,22,1546,0.5607208609580994,0.8803110718727112,0.8139954805374146,0.6763482093811035,1.8369923830032349,1.3872514963150024,1.0,1.0,1.0,0.7525,0.94,0.94,True,True
1,Subject expression / pro-drop,final,23,12897,0.560364305973053,0.7222640514373779,0.8860874176025391,0.6757209897041321,1.033815622329712,1.8924423456192017,1.0,1.0,1.0,0.7175,0.88,0.98,True,True
1,Subject expression / pro-drop,final,24,7247,-0.5535666942596436,0.7669376730918884,0.8762690424919128,-0.6638702154159546,1.1831133365631104,1.8003777265548706,1.0,1.0,1.0,0.7425,0.88,0.96,False,False
1,Subject expression / pro-drop,final,25,2993,0.541416347026825,0.9369096159934998,0.8789147734642029,0.6431593894958496,2.6532247066497803,1.824151873588562,1.0,1.0,1.0,0.735,1.0,0.96,True,True
2,basic_constituent_order,mean,1,13034,0.8540453910827637,0.8213565349578857,0.0812341496348381,1.6397154331207275,1.4254554510116577,0.0806843563914299,0.8275,1.0,0.8,0.8125,0.84,0.4,True,True
2,basic_constituent_order,mean,2,9791,0.8227548599243164,0.8065271973609924,0.03335511311888695,1.4456913471221924,1.3505154848098755,0.03303825855255127,0.96,0.96,0.84,0.8875,0.82,0.44,True,True
2,basic_constituent_order,mean,3,7918,-0.800753653049469,-0.5989508032798767,0.2237914651632309,-1.335160255432129,-0.7404364347457886,0.2273074835538864,1.0,1.0,1.0,0.9075,0.74,0.6,True,False
2,basic_constituent_order,mean,4,5288,0.7733572721481323,0.6248522400856018,0.03179465979337692,1.2183369398117065,0.7922863960266113,0.031491030007600784,0.81,0.82,0.66,0.7675,0.64,0.36,True,True
2,basic_constituent_order,mean,5,9064,0.7684685587882996,0.7739357352256775,0.24435016512870789,1.1994421482086182,1.2098541259765625,0.2494560331106186,0.785,0.9,0.9,0.7775,0.78,0.52,True,True
2,basic_constituent_order,mean,6,9390,-0.7567499279975891,-0.6683629751205444,0.120880126953125,-1.156185507774353,-0.8895052075386047,0.12054920941591263,1.0,1.0,1.0,0.9025,0.78,0.56,True,False
2,basic_constituent_order,mean,7,8431,-0.7564257383346558,-0.2863917052745819,0.23177693784236908,-1.1550273895263672,-0.295908123254776,0.23587048053741455,0.84,1.0,0.8,0.7725,0.62,0.48,True,False
2,basic_constituent_order,mean,8,6235,-0.7384347319602966,-0.4822647273540497,0.356295108795166,-1.0937029123306274,-0.5449815392494202,0.3774873614311218,1.0,1.0,1.0,0.8575,0.68,0.66,True,False
2,basic_constituent_order,mean,9,2993,0.7153146862983704,0.782579243183136,0.22263266146183014,1.0223493576049805,1.2444185018539429,0.2260688841342926,1.0,1.0,1.0,0.85,0.92,0.54,True,True
2,basic_constituent_order,mean,10,1546,0.7109225988388062,0.6510859131813049,0.03239094093441963,1.0096170902252197,0.8491945266723633,0.03208222985267639,1.0,1.0,1.0,0.83,0.78,0.6,True,True
2,basic_constituent_order,mean,11,4048,0.7033182382583618,0.7352892160415649,0.2342374473810196,0.9881321787834167,1.0739879608154297,0.23851898312568665,0.9975,1.0,0.98,0.8475,0.86,0.52,True,True
