variable_id,variable,pooling,rank,feature_id,train_effect,val_effect,test_effect,val_same_direction,test_same_direction,p_unadjusted,p_maxT,train_fwer_significant,holdout_direction_survival,full_survival
8,causativity_and_valency_change,mean,3,5159,0.8889318704605103,0.9293035268783569,0.8636453747749329,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,4,16378,-0.8733323812484741,-0.9259907603263855,-0.8388351798057556,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,5,7247,-0.8697184920310974,-0.9399282336235046,-0.8530088663101196,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,6,14004,0.868456244468689,0.9185668230056763,0.8266044855117798,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,7,11776,0.8634610176086426,0.9125824570655823,0.7867603898048401,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,8,12621,-0.8632649183273315,-0.9422118067741394,-0.8470726609230042,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,9,12072,-0.8632097244262695,-0.9405655264854431,-0.8314328193664551,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,10,9484,-0.8631224632263184,-0.9377128481864929,-0.8422435522079468,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,11,8449,-0.8629149198532104,-0.9407529830932617,-0.8379689455032349,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,12,4441,0.8628992438316345,0.8820226788520813,0.7974690794944763,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,13,3909,-0.8627479672431946,-0.9305338859558105,-0.8363472819328308,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,14,4362,-0.8625290989875793,-0.939434289932251,-0.8464876413345337,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,15,7038,-0.8621888160705566,-0.927809476852417,-0.8602825403213501,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,16,3312,-0.8607531785964966,-0.9411924481391907,-0.8591997623443604,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,17,6087,-0.8605223298072815,-0.9429705142974854,-0.8562763333320618,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,18,1371,-0.8604752421379089,-0.9364029169082642,-0.849455714225769,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,19,16183,-0.860204815864563,-0.9371496438980103,-0.8401011228561401,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
8,causativity_and_valency_change,mean,20,13108,-0.8600937724113464,-0.9363331198692322,-0.8516219854354858,True,True,0.0004997501249375312,0.0004997501249375312,True,True,True
