variable_id,variable,pooling,feature_id,field,split,eligible_groups,same_direction_fraction,weighted_same_direction_fraction,median_abs_effect,minimum_abs_effect,unseen_groups,unseen_same_direction_fraction,unseen_median_abs_effect
18,person_marking_and_person_hierarchy,mean,13235,lexical_domain,test,3,0.6666666666666666,0.66,0.24845514890667342,0.0,3,0.6666666666666666,0.24845514890667342
18,person_marking_and_person_hierarchy,final,4025,marker_family,train,3,1.0,1.0,0.3445838674541345,0.3012380827808722,0,,
18,person_marking_and_person_hierarchy,final,4025,marker_family,val,1,1.0,1.0,0.37720634659041463,0.37720634659041463,1,1.0,0.37720634659041463
18,person_marking_and_person_hierarchy,final,4025,marker_family,test,2,1.0,1.0,0.4158146135469139,0.31842835233935696,2,1.0,0.4158146135469139
18,person_marking_and_person_hierarchy,final,4025,lexical_domain,train,6,1.0,1.0,0.3682762210527211,0.08782442293268869,0,,
18,person_marking_and_person_hierarchy,final,4025,lexical_domain,val,2,1.0,1.0,0.37694908752161305,0.3592592332444211,2,1.0,0.37694908752161305
18,person_marking_and_person_hierarchy,final,4025,lexical_domain,test,3,1.0,1.0,0.4001866161891667,0.2503416695506457,3,1.0,0.4001866161891667
19,inclusive_exclusive_distinction,mean,6062,marker_family,train,3,1.0,1.0,0.8659697416836589,0.8198595769890941,0,,
19,inclusive_exclusive_distinction,mean,6062,marker_family,val,1,1.0,1.0,0.49353866823935605,0.49353866823935605,1,1.0,0.49353866823935605
19,inclusive_exclusive_distinction,mean,6062,marker_family,test,2,0.5,0.5,0.28942845822941277,0.13941857577612554,2,0.5,0.28942845822941277
19,inclusive_exclusive_distinction,mean,6062,lexical_domain,train,6,1.0,1.0,0.8454060249190848,0.8209917974267733,0,,
19,inclusive_exclusive_distinction,mean,6062,lexical_domain,val,2,1.0,1.0,0.4935047702921847,0.4375990265869012,2,1.0,0.4935047702921847
19,inclusive_exclusive_distinction,mean,6062,lexical_domain,test,3,0.6666666666666666,0.68,0.11559501435061147,0.028795122797995187,3,0.6666666666666666,0.11559501435061147
19,inclusive_exclusive_distinction,final,11524,marker_family,train,3,1.0,1.0,0.3879863180445096,0.27101223801960694,0,,
19,inclusive_exclusive_distinction,final,11524,marker_family,val,1,1.0,1.0,0.27632769741388497,0.27632769741388497,1,1.0,0.27632769741388497
19,inclusive_exclusive_distinction,final,11524,marker_family,test,2,1.0,1.0,0.40031578118396194,0.36013462503042093,2,1.0,0.40031578118396194
19,inclusive_exclusive_distinction,final,11524,lexical_domain,train,6,1.0,1.0,0.4841380568134404,0.33644314559299604,0,,
19,inclusive_exclusive_distinction,final,11524,lexical_domain,val,2,1.0,1.0,0.21156627987375454,0.017484274170946196,2,1.0,0.21156627987375454
19,inclusive_exclusive_distinction,final,11524,lexical_domain,test,3,1.0,1.0,0.3710896605253494,0.259137339419515,3,1.0,0.3710896605253494
20,pronoun_richness_and_reduction,mean,7551,marker_family,train,3,1.0,1.0,0.7931898835634348,0.7809713537437667,0,,
20,pronoun_richness_and_reduction,mean,7551,marker_family,val,1,1.0,1.0,0.8004065289812159,0.8004065289812159,1,1.0,0.8004065289812159
20,pronoun_richness_and_reduction,mean,7551,marker_family,test,2,1.0,1.0,0.8732972481979855,0.8197804604317246,2,1.0,0.8732972481979855
20,pronoun_richness_and_reduction,mean,7551,lexical_domain,train,6,1.0,1.0,0.837135894277824,0.7440141437886745,0,,
20,pronoun_richness_and_reduction,mean,7551,lexical_domain,val,2,1.0,1.0,0.8067194053880806,0.7920092444225403,2,1.0,0.8067194053880806
20,pronoun_richness_and_reduction,mean,7551,lexical_domain,test,3,1.0,1.0,0.8330073776408699,0.6995602335708493,3,1.0,0.8330073776408699
20,pronoun_richness_and_reduction,final,11483,marker_family,train,3,1.0,1.0,0.7645012808476948,0.621448625996092,0,,
20,pronoun_richness_and_reduction,final,11483,marker_family,val,1,1.0,1.0,0.5910752455694961,0.5910752455694961,1,1.0,0.5910752455694961
20,pronoun_richness_and_reduction,final,11483,marker_family,test,2,0.5,0.82,0.5318311387059411,0.35036612770472675,2,0.5,0.5318311387059411
20,pronoun_richness_and_reduction,final,11483,lexical_domain,train,6,1.0,1.0,0.7610050475119254,0.6527546962438794,0,,
20,pronoun_richness_and_reduction,final,11483,lexical_domain,val,2,1.0,1.0,0.6185512775463056,0.5872519496631242,2,1.0,0.6185512775463056
20,pronoun_richness_and_reduction,final,11483,lexical_domain,test,3,1.0,1.0,0.5817013051130493,0.5231827296674458,3,1.0,0.5817013051130493
21,possession_and_alienability,mean,9576,marker_family,train,3,1.0,1.0,0.550288910306178,0.12028039848371438,0,,
21,possession_and_alienability,mean,9576,marker_family,val,1,1.0,1.0,0.5159186579901857,0.5159186579901857,1,1.0,0.5159186579901857
21,possession_and_alienability,mean,9576,marker_family,test,2,1.0,1.0,0.5127989449000749,0.5067629000216827,2,1.0,0.5127989449000749
21,possession_and_alienability,mean,9576,lexical_domain,train,6,0.8333333333333334,0.835,0.3825178851438874,0.05919667889277054,0,,
21,possession_and_alienability,mean,9576,lexical_domain,val,2,1.0,1.0,0.4705420978019599,0.243135774755535,2,1.0,0.4705420978019599
21,possession_and_alienability,mean,9576,lexical_domain,test,3,1.0,1.0,0.5263251438184257,0.3500945796730997,3,1.0,0.5263251438184257
21,possession_and_alienability,final,7313,marker_family,train,3,1.0,1.0,0.2648588970873319,0.15020382025163465,0,,
21,possession_and_alienability,final,7313,marker_family,val,1,1.0,1.0,0.13491771450300158,0.13491771450300158,1,1.0,0.13491771450300158
21,possession_and_alienability,final,7313,marker_family,test,2,1.0,1.0,0.08376503578891524,0.0012063822291374295,2,1.0,0.08376503578891524
21,possession_and_alienability,final,7313,lexical_domain,train,6,0.8333333333333334,0.835,0.2952345375193959,0.09702748501525288,0,,
21,possession_and_alienability,final,7313,lexical_domain,val,2,1.0,1.0,0.11113617248795071,0.022272355591941753,2,1.0,0.11113617248795071
21,possession_and_alienability,final,7313,lexical_domain,test,3,0.6666666666666666,0.66,0.0014775103749433511,0.0,3,0.6666666666666666,0.0014775103749433511
22,tense_prominence,mean,1385,marker_family,train,3,1.0,1.0,0.5523749031431213,0.08181769061937556,0,,
22,tense_prominence,mean,1385,marker_family,val,1,1.0,1.0,0.13822417679072582,0.13822417679072582,1,1.0,0.13822417679072582
22,tense_prominence,mean,1385,marker_family,test,2,0.0,0.0,0.0,0.0,2,0.0,0.0
22,tense_prominence,mean,1385,lexical_domain,train,6,0.8333333333333334,0.8275,0.4716734400559065,0.2130158515858212,0,,
22,tense_prominence,mean,1385,lexical_domain,val,2,1.0,1.0,0.15423920795957186,0.1387289180576143,2,1.0,0.15423920795957186
22,tense_prominence,mean,1385,lexical_domain,test,3,0.0,0.0,0.0,0.0,3,0.0,0.0
22,tense_prominence,final,3874,marker_family,train,3,0.6666666666666666,0.5,0.5114668768903486,0.03603684927745117,0,,
22,tense_prominence,final,3874,marker_family,val,1,1.0,1.0,0.1969492156043503,0.1969492156043503,1,1.0,0.1969492156043503
22,tense_prominence,final,3874,marker_family,test,2,0.5,0.6,0.4117931846388338,0.40964408664696134,2,0.5,0.4117931846388338
22,tense_prominence,final,3874,lexical_domain,train,6,0.6666666666666666,0.67,0.4536337902522749,0.15543256064322974,0,,
22,tense_prominence,final,3874,lexical_domain,val,2,1.0,1.0,0.21606456082388054,0.0744652295188207,2,1.0,0.21606456082388054
22,tense_prominence,final,3874,lexical_domain,test,3,0.6666666666666666,0.68,0.4082493022064538,0.21016561776534431,3,0.6666666666666666,0.4082493022064538
23,aspect_and_event_structure,mean,6216,marker_family,train,3,0.6666666666666666,0.75,0.3380639333796685,0.19685581117265427,0,,
23,aspect_and_event_structure,mean,6216,marker_family,val,2,0.5,0.52,0.33627365086214545,0.28729222835847446,2,0.5,0.33627365086214545
23,aspect_and_event_structure,mean,6216,marker_family,test,2,0.5,0.48,0.5069380494056941,0.37652240597250874,2,0.5,0.5069380494056941
23,aspect_and_event_structure,mean,6216,lexical_domain,train,6,0.6666666666666666,0.6675,0.7196371790319313,0.1677679930721869,0,,
23,aspect_and_event_structure,mean,6216,lexical_domain,val,2,0.5,0.5,0.34852934941640834,0.30228948406359424,2,0.5,0.34852934941640834
23,aspect_and_event_structure,mean,6216,lexical_domain,test,3,0.0,0.0,0.28798488929308474,0.24696149347621088,3,0.0,0.28798488929308474
23,aspect_and_event_structure,final,13190,marker_family,train,3,0.6666666666666666,0.75,0.6000911826484597,0.570357761242548,0,,
23,aspect_and_event_structure,final,13190,marker_family,val,2,0.5,0.52,0.3759915706950741,0.2449469466237407,2,0.5,0.3759915706950741
23,aspect_and_event_structure,final,13190,marker_family,test,2,0.5,0.48,0.2740328652438948,0.08572596039545752,2,0.5,0.2740328652438948
23,aspect_and_event_structure,final,13190,lexical_domain,train,6,0.8333333333333334,0.835,0.44327543248904794,0.03155572651725679,0,,
23,aspect_and_event_structure,final,13190,lexical_domain,val,2,1.0,1.0,0.23395264938222787,0.03903654852544277,2,1.0,0.23395264938222787
23,aspect_and_event_structure,final,13190,lexical_domain,test,3,0.0,0.0,0.3358634860521843,0.14241392572930064,3,0.0,0.3358634860521843
24,modality_and_mood,mean,3941,marker_family,train,3,1.0,1.0,0.409028542184408,0.3960882036603022,0,,
24,modality_and_mood,mean,3941,marker_family,val,1,1.0,1.0,0.20772254264829162,0.20772254264829162,1,1.0,0.20772254264829162
24,modality_and_mood,mean,3941,marker_family,test,2,0.5,0.5,0.09999999350873988,0.0,2,0.5,0.09999999350873988
24,modality_and_mood,mean,3941,lexical_domain,train,6,1.0,1.0,0.48806690433760413,0.34706541632436794,0,,
24,modality_and_mood,mean,3941,lexical_domain,val,2,1.0,1.0,0.18490822321926537,0.029202652977618725,2,1.0,0.18490822321926537
24,modality_and_mood,mean,3941,lexical_domain,test,3,0.3333333333333333,0.34,0.0,0.0,3,0.3333333333333333,0.0
24,modality_and_mood,final,6645,marker_family,train,3,1.0,1.0,0.5554699303293839,0.5384930137743323,0,,
24,modality_and_mood,final,6645,marker_family,val,1,1.0,1.0,0.44094877596267995,0.44094877596267995,1,1.0,0.44094877596267995
24,modality_and_mood,final,6645,marker_family,test,2,1.0,1.0,0.32019447795323724,0.19999999676446376,2,1.0,0.32019447795323724
24,modality_and_mood,final,6645,lexical_domain,train,6,1.0,1.0,0.565838305958171,0.50681980778835,0,,
24,modality_and_mood,final,6645,lexical_domain,val,2,1.0,1.0,0.42151864921260906,0.2826614276801525,2,1.0,0.42151864921260906
24,modality_and_mood,final,6645,lexical_domain,test,3,1.0,1.0,0.3196428679670915,0.30187731939951923,3,1.0,0.3196428679670915
25,epistemic_modality,mean,15221,marker_family,train,3,1.0,1.0,0.8012613307095198,0.7058520370312674,0,,
25,epistemic_modality,mean,15221,marker_family,val,1,1.0,1.0,0.5663724514050533,0.5663724514050533,1,1.0,0.5663724514050533
25,epistemic_modality,mean,15221,marker_family,test,2,1.0,1.0,0.6154499146091266,0.48373891170717237,2,1.0,0.6154499146091266
25,epistemic_modality,mean,15221,lexical_domain,train,6,1.0,1.0,0.8207325518017484,0.4929131773654304,0,,
25,epistemic_modality,mean,15221,lexical_domain,val,2,1.0,1.0,0.5070989596111237,0.24938420141307074,2,1.0,0.5070989596111237
25,epistemic_modality,mean,15221,lexical_domain,test,3,0.6666666666666666,0.68,0.7030444489743163,0.0,3,0.6666666666666666,0.7030444489743163
25,epistemic_modality,final,3874,marker_family,train,3,1.0,1.0,0.606240048721685,0.4656983662784182,0,,
25,epistemic_modality,final,3874,marker_family,val,1,1.0,1.0,0.569476252423648,0.569476252423648,1,1.0,0.569476252423648
25,epistemic_modality,final,3874,marker_family,test,2,1.0,1.0,0.4095280899291508,0.08725456892977956,2,1.0,0.4095280899291508
25,epistemic_modality,final,3874,lexical_domain,train,6,1.0,1.0,0.6068587660535747,0.3527344667988787,0,,
25,epistemic_modality,final,3874,lexical_domain,val,2,1.0,1.0,0.6147395986558746,0.5134323558212432,2,1.0,0.6147395986558746
25,epistemic_modality,final,3874,lexical_domain,test,3,0.6666666666666666,0.68,0.7190798839680348,0.6916003609848328,3,0.6666666666666666,0.7190798839680348
26,evidentiality,mean,11375,marker_family,train,3,1.0,1.0,0.9831977320483127,0.00210861381314829,0,,
26,evidentiality,mean,11375,marker_family,val,1,1.0,1.0,0.027904741382949058,0.027904741382949058,1,1.0,0.027904741382949058
26,evidentiality,mean,11375,marker_family,test,2,0.0,0.0,0.7454442385342974,0.7443336921433239,2,0.0,0.7454442385342974
26,evidentiality,mean,11375,lexical_domain,train,6,1.0,1.0,0.883733628802452,0.8586335809899188,0,,
26,evidentiality,mean,11375,lexical_domain,val,2,0.5,0.5,0.5190356759519941,0.4171700345892583,2,0.5,0.5190356759519941
26,evidentiality,mean,11375,lexical_domain,test,3,0.0,0.0,0.7744092483788376,0.6765448337319331,3,0.0,0.7744092483788376
26,evidentiality,final,7700,marker_family,train,3,1.0,1.0,0.9538271416774348,0.11180340222229018,0,,
26,evidentiality,final,7700,marker_family,val,1,1.0,1.0,0.3879500314686672,0.3879500314686672,1,1.0,0.3879500314686672
26,evidentiality,final,7700,marker_family,test,2,0.0,0.0,0.3672285848655416,0.23957815026990253,2,0.0,0.3672285848655416
26,evidentiality,final,7700,lexical_domain,train,6,1.0,1.0,0.8779681721573629,0.8596627017699972,0,,
26,evidentiality,final,7700,lexical_domain,val,2,1.0,1.0,0.46364399515229365,0.4592078352379524,2,1.0,0.46364399515229365
26,evidentiality,final,7700,lexical_domain,test,3,0.0,0.0,0.3586656584163924,0.3342243484516538,3,0.0,0.3586656584163924
27,mirativity_stance_and_affect_marking,mean,1887,marker_family,train,3,1.0,1.0,0.9794135768827505,0.9757145381660575,0,,
27,mirativity_stance_and_affect_marking,mean,1887,marker_family,val,1,1.0,1.0,0.8548626806132583,0.8548626806132583,1,1.0,0.8548626806132583
27,mirativity_stance_and_affect_marking,mean,1887,marker_family,test,2,1.0,1.0,0.9622762946024573,0.9366512999796547,2,1.0,0.9622762946024573
27,mirativity_stance_and_affect_marking,mean,1887,lexical_domain,train,6,1.0,1.0,0.993214885592264,0.9795150618289543,0,,
27,mirativity_stance_and_affect_marking,mean,1887,lexical_domain,val,2,1.0,1.0,0.8606122802518108,0.8143758267863958,2,1.0,0.8606122802518108
27,mirativity_stance_and_affect_marking,mean,1887,lexical_domain,test,3,1.0,1.0,0.9494225096742346,0.940782620603657,3,1.0,0.9494225096742346
27,mirativity_stance_and_affect_marking,final,6119,marker_family,train,3,1.0,1.0,0.943819240307383,0.9328645923576304,0,,
27,mirativity_stance_and_affect_marking,final,6119,marker_family,val,1,1.0,1.0,0.918796478439302,0.918796478439302,1,1.0,0.918796478439302
27,mirativity_stance_and_affect_marking,final,6119,marker_family,test,2,1.0,1.0,0.9353988206986457,0.8952140062465156,2,1.0,0.9353988206986457
27,mirativity_stance_and_affect_marking,final,6119,lexical_domain,train,6,1.0,1.0,0.985074805699637,0.9650069205680212,0,,
27,mirativity_stance_and_affect_marking,final,6119,lexical_domain,val,2,1.0,1.0,0.9271132933196393,0.9235505639387822,2,1.0,0.9271132933196393
27,mirativity_stance_and_affect_marking,final,6119,lexical_domain,test,3,1.0,1.0,0.9681827310844934,0.9078809446012824,3,1.0,0.9681827310844934
28,negation_and_polarity_structure,mean,4382,marker_family,train,3,1.0,1.0,0.631249204521233,0.26114961645673257,0,,
28,negation_and_polarity_structure,mean,4382,marker_family,val,1,1.0,1.0,0.2816453686892626,0.2816453686892626,1,1.0,0.2816453686892626
28,negation_and_polarity_structure,mean,4382,marker_family,test,3,0.6666666666666666,0.68,0.5714369829401512,0.1782348515276576,3,0.6666666666666666,0.5714369829401512
28,negation_and_polarity_structure,mean,4382,lexical_domain,train,6,1.0,1.0,0.5993627650504366,0.5588781023435855,0,,
28,negation_and_polarity_structure,mean,4382,lexical_domain,val,2,1.0,1.0,0.2585163203402855,0.05992618665544094,2,1.0,0.2585163203402855
28,negation_and_polarity_structure,mean,4382,lexical_domain,test,3,1.0,1.0,0.43587921404177815,0.2822679265915717,3,1.0,0.43587921404177815
28,negation_and_polarity_structure,final,648,marker_family,train,3,0.3333333333333333,0.5,0.0,0.0,0,,
28,negation_and_polarity_structure,final,648,marker_family,val,1,1.0,1.0,0.37699639424747333,0.37699639424747333,1,1.0,0.37699639424747333
28,negation_and_polarity_structure,final,648,marker_family,test,3,0.3333333333333333,0.32,0.34291282160314634,0.0,3,0.3333333333333333,0.34291282160314634
28,negation_and_polarity_structure,final,648,lexical_domain,train,6,1.0,1.0,0.40194226001491606,0.3866634704314194,0,,
28,negation_and_polarity_structure,final,648,lexical_domain,val,2,1.0,1.0,0.3786455136995272,0.35876276374573096,2,1.0,0.3786455136995272
28,negation_and_polarity_structure,final,648,lexical_domain,test,3,1.0,1.0,0.41618533484470294,0.0666730102671553,3,1.0,0.41618533484470294
29,quantifier_scope_and_distributivity,mean,8551,marker_family,train,3,1.0,1.0,0.7824172884752157,0.6041162277003551,0,,
29,quantifier_scope_and_distributivity,mean,8551,marker_family,val,1,1.0,1.0,0.47481097853938165,0.47481097853938165,1,1.0,0.47481097853938165
29,quantifier_scope_and_distributivity,mean,8551,marker_family,test,2,0.5,0.84,0.522146412641745,0.40055082586296664,2,0.5,0.522146412641745
29,quantifier_scope_and_distributivity,mean,8551,lexical_domain,train,6,1.0,1.0,0.7269360842873382,0.5937690063100489,0,,
29,quantifier_scope_and_distributivity,mean,8551,lexical_domain,val,2,1.0,1.0,0.47805308087686593,0.4137598926232631,2,1.0,0.47805308087686593
29,quantifier_scope_and_distributivity,mean,8551,lexical_domain,test,3,1.0,1.0,0.2762206866455586,0.16021141734819414,3,1.0,0.2762206866455586
29,quantifier_scope_and_distributivity,final,9467,marker_family,train,3,1.0,1.0,0.4000294835733662,0.04542217484616332,0,,
29,quantifier_scope_and_distributivity,final,9467,marker_family,val,1,1.0,1.0,0.24758158328350416,0.24758158328350416,1,1.0,0.24758158328350416
29,quantifier_scope_and_distributivity,final,9467,marker_family,test,2,1.0,1.0,0.3425372521908799,0.3315211150983979,2,1.0,0.3425372521908799
29,quantifier_scope_and_distributivity,final,9467,lexical_domain,train,6,1.0,1.0,0.2520013665700771,0.16394309040487892,0,,
29,quantifier_scope_and_distributivity,final,9467,lexical_domain,val,2,1.0,1.0,0.2327273030616988,0.12013111774738702,2,1.0,0.2327273030616988
29,quantifier_scope_and_distributivity,final,9467,lexical_domain,test,3,1.0,1.0,0.2742857507560035,0.24708863441885975,3,1.0,0.2742857507560035
30,conditional_and_counterfactual_marking,mean,15951,marker_family,train,3,0.6666666666666666,0.79,0.7430612310730884,0.15352318870445247,0,,
30,conditional_and_counterfactual_marking,mean,15951,marker_family,val,1,1.0,1.0,0.17895762496855153,0.17895762496855153,1,1.0,0.17895762496855153
30,conditional_and_counterfactual_marking,mean,15951,marker_family,test,2,1.0,1.0,0.2999260325605878,0.23422206997251294,2,1.0,0.2999260325605878
30,conditional_and_counterfactual_marking,mean,15951,lexical_domain,train,6,1.0,1.0,0.7266514948646446,0.677746770236747,0,,
30,conditional_and_counterfactual_marking,mean,15951,lexical_domain,val,2,1.0,1.0,0.16507854190293153,0.05211335559449226,2,1.0,0.16507854190293153
30,conditional_and_counterfactual_marking,mean,15951,lexical_domain,test,3,1.0,1.0,0.26317889226620444,0.1751780788236597,3,1.0,0.26317889226620444
30,conditional_and_counterfactual_marking,final,5219,marker_family,train,3,1.0,1.0,0.8291396010992399,0.761907748293178,0,,
30,conditional_and_counterfactual_marking,final,5219,marker_family,val,1,1.0,1.0,0.503989208483346,0.503989208483346,1,1.0,0.503989208483346
30,conditional_and_counterfactual_marking,final,5219,marker_family,test,2,1.0,1.0,0.7271136224643633,0.6869535573363617,2,1.0,0.7271136224643633
30,conditional_and_counterfactual_marking,final,5219,lexical_domain,train,6,1.0,1.0,0.8136584249153463,0.6971720156501663,0,,
30,conditional_and_counterfactual_marking,final,5219,lexical_domain,val,2,1.0,1.0,0.5121083090274737,0.4190545543535554,2,1.0,0.5121083090274737
30,conditional_and_counterfactual_marking,final,5219,lexical_domain,test,3,1.0,1.0,0.7410794432343178,0.6071702060570874,3,1.0,0.7410794432343178
31,subordination_and_embedding,mean,7643,marker_family,train,3,1.0,1.0,0.9908295746549702,0.970617828723952,0,,
31,subordination_and_embedding,mean,7643,marker_family,val,1,1.0,1.0,0.9114087870239151,0.9114087870239151,1,1.0,0.9114087870239151
31,subordination_and_embedding,mean,7643,marker_family,test,2,1.0,1.0,0.5576304304524522,0.2,2,1.0,0.5576304304524522
31,subordination_and_embedding,mean,7643,lexical_domain,train,6,1.0,1.0,0.9261208110856343,0.9186059729555519,0,,
31,subordination_and_embedding,mean,7643,lexical_domain,val,2,1.0,1.0,0.9925562682733478,0.9908080995194118,2,1.0,0.9925562682733478
31,subordination_and_embedding,mean,7643,lexical_domain,test,3,1.0,1.0,0.6553566862613445,0.6221578300583931,3,1.0,0.6553566862613445
31,subordination_and_embedding,final,8006,marker_family,train,3,1.0,1.0,0.8938025710678679,0.8551852591414278,0,,
31,subordination_and_embedding,final,8006,marker_family,val,1,1.0,1.0,0.8674732929561293,0.8674732929561293,1,1.0,0.8674732929561293
31,subordination_and_embedding,final,8006,marker_family,test,2,0.5,0.5,0.7906390493609063,0.6466975515089793,2,0.5,0.7906390493609063
31,subordination_and_embedding,final,8006,lexical_domain,train,6,1.0,1.0,0.8961431583755752,0.7975106667336423,0,,
31,subordination_and_embedding,final,8006,lexical_domain,val,2,1.0,1.0,0.8713700390410004,0.8598654157983772,2,1.0,0.8713700390410004
31,subordination_and_embedding,final,8006,lexical_domain,test,3,1.0,1.0,0.21200169577743325,0.18165177213933503,3,1.0,0.21200169577743325
32,quotation_and_reported_speech_structure,mean,1754,marker_family,train,3,1.0,1.0,0.7655789979134607,0.7453644630082377,0,,
32,quotation_and_reported_speech_structure,mean,1754,marker_family,val,1,1.0,1.0,0.8591979651935422,0.8591979651935422,1,1.0,0.8591979651935422
32,quotation_and_reported_speech_structure,mean,1754,marker_family,test,2,1.0,1.0,0.8864614209777115,0.7834973240097949,2,1.0,0.8864614209777115
32,quotation_and_reported_speech_structure,mean,1754,lexical_domain,train,6,1.0,1.0,0.9389395737838371,0.527147244660421,0,,
32,quotation_and_reported_speech_structure,mean,1754,lexical_domain,val,2,1.0,1.0,0.8593914800505946,0.8567708365815713,2,1.0,0.8593914800505946
32,quotation_and_reported_speech_structure,mean,1754,lexical_domain,test,3,1.0,1.0,0.9588244228432564,0.7586214035283438,3,1.0,0.9588244228432564
32,quotation_and_reported_speech_structure,final,10068,marker_family,train,3,0.6666666666666666,0.65,0.7536523115881684,0.0,0,,
32,quotation_and_reported_speech_structure,final,10068,marker_family,val,1,1.0,1.0,0.7059122997348665,0.7059122997348665,1,1.0,0.7059122997348665
32,quotation_and_reported_speech_structure,final,10068,marker_family,test,2,1.0,1.0,0.7033302799990329,0.6887609474939653,2,1.0,0.7033302799990329
32,quotation_and_reported_speech_structure,final,10068,lexical_domain,train,6,1.0,1.0,0.6684779190457877,0.297958603320055,0,,
32,quotation_and_reported_speech_structure,final,10068,lexical_domain,val,2,1.0,1.0,0.7023310083023324,0.6313066522543885,2,1.0,0.7023310083023324
32,quotation_and_reported_speech_structure,final,10068,lexical_domain,test,3,1.0,1.0,0.7264637551482009,0.6405505885005555,3,1.0,0.7264637551482009
33,discourse_relation_marking,mean,9728,marker_family,train,3,1.0,1.0,0.9475862921365462,0.8023516529068708,0,,
33,discourse_relation_marking,mean,9728,marker_family,val,1,1.0,1.0,0.11160958691078557,0.11160958691078557,1,1.0,0.11160958691078557
33,discourse_relation_marking,mean,9728,marker_family,test,2,0.0,0.0,0.8945630029013688,0.8604258637873095,2,0.0,0.8945630029013688
33,discourse_relation_marking,mean,9728,lexical_domain,train,6,1.0,1.0,0.9729861464052926,0.6661304959724387,0,,
33,discourse_relation_marking,mean,9728,lexical_domain,val,2,1.0,1.0,0.12612642049337713,0.05872264451101463,2,1.0,0.12612642049337713
33,discourse_relation_marking,mean,9728,lexical_domain,test,3,0.0,0.0,0.892551359501053,0.8640470824847803,3,0.0,0.892551359501053
33,discourse_relation_marking,final,3617,marker_family,train,3,1.0,1.0,0.6289088436142442,0.2793386749416732,0,,
33,discourse_relation_marking,final,3617,marker_family,val,1,1.0,1.0,0.029119087318512173,0.029119087318512173,1,1.0,0.029119087318512173
33,discourse_relation_marking,final,3617,marker_family,test,2,0.5,0.5,0.07804823061783003,0.07215544588867541,2,0.5,0.07804823061783003
33,discourse_relation_marking,final,3617,lexical_domain,train,6,1.0,1.0,0.47660519396292267,0.17976568724624592,0,,
33,discourse_relation_marking,final,3617,lexical_domain,val,2,0.5,0.5,0.22215795324409798,0.21618509225543894,2,0.5,0.22215795324409798
33,discourse_relation_marking,final,3617,lexical_domain,test,3,0.6666666666666666,0.68,0.17870732219241997,0.10048247069589557,3,0.6666666666666666,0.17870732219241997
34,topic_comment_structure,mean,10896,marker_family,train,3,0.6666666666666666,0.8325,0.6475374937372416,0.0,0,,
34,topic_comment_structure,mean,10896,marker_family,val,1,1.0,1.0,0.2903422792370433,0.2903422792370433,1,1.0,0.2903422792370433
34,topic_comment_structure,mean,10896,marker_family,test,2,1.0,1.0,0.6750251179811951,0.5727919159778523,2,1.0,0.6750251179811951
34,topic_comment_structure,mean,10896,lexical_domain,train,6,0.8333333333333334,0.8325,0.8284073721303691,0.0,0,,
34,topic_comment_structure,mean,10896,lexical_domain,val,2,1.0,1.0,0.2912449002201797,0.24294522618909176,2,1.0,0.2912449002201797
34,topic_comment_structure,mean,10896,lexical_domain,test,3,0.6666666666666666,0.66,0.7209850759006898,0.2425356361373728,3,0.6666666666666666,0.7209850759006898
34,topic_comment_structure,final,12998,marker_family,train,3,1.0,1.0,0.8121011231670349,0.705858322416335,0,,
34,topic_comment_structure,final,12998,marker_family,val,1,1.0,1.0,0.6565368257059352,0.6565368257059352,1,1.0,0.6565368257059352
34,topic_comment_structure,final,12998,marker_family,test,2,1.0,1.0,0.8019875058646112,0.6258540139198635,2,1.0,0.8019875058646112
34,topic_comment_structure,final,12998,lexical_domain,train,6,1.0,1.0,0.8570392570534143,0.5612719443959817,0,,
34,topic_comment_structure,final,12998,lexical_domain,val,2,1.0,1.0,0.6441518400291149,0.5158171854462644,2,1.0,0.6441518400291149
34,topic_comment_structure,final,12998,lexical_domain,test,3,1.0,1.0,0.6472436300790054,0.40902182566469636,3,1.0,0.6472436300790054
35,focus_and_given_new_marking,mean,7136,marker_family,train,3,0.6666666666666666,0.755,0.21997301006963974,0.0,0,,
35,focus_and_given_new_marking,mean,7136,marker_family,val,1,1.0,1.0,0.4188220904054258,0.4188220904054258,1,1.0,0.4188220904054258
35,focus_and_given_new_marking,mean,7136,marker_family,test,2,0.5,0.46,0.3923489204571481,0.27427192249085425,2,0.5,0.3923489204571481
35,focus_and_given_new_marking,mean,7136,lexical_domain,train,6,1.0,1.0,0.7003361767059686,0.6867357992022085,0,,
35,focus_and_given_new_marking,mean,7136,lexical_domain,val,2,1.0,1.0,0.40886177643408783,0.23106628973754034,2,1.0,0.40886177643408783
35,focus_and_given_new_marking,mean,7136,lexical_domain,test,3,0.6666666666666666,0.68,0.27708579144777634,0.1580078589532388,3,0.6666666666666666,0.27708579144777634
35,focus_and_given_new_marking,final,9531,marker_family,train,3,1.0,1.0,0.6742512208511382,0.521136407714686,0,,
35,focus_and_given_new_marking,final,9531,marker_family,val,1,1.0,1.0,0.5337581176949763,0.5337581176949763,1,1.0,0.5337581176949763
35,focus_and_given_new_marking,final,9531,marker_family,test,2,1.0,1.0,0.6749927570671173,0.5819960551019105,2,1.0,0.6749927570671173
35,focus_and_given_new_marking,final,9531,lexical_domain,train,6,1.0,1.0,0.7924795951608851,0.7459706997976798,0,,
