variable_id,variable,primary_mechanistic,inspection_grade,ablation_category,steering_category,split,dose,primary_dose,intervention_kind,target_feature,intervention_feature,feature_high_side,train_target_activation_gap,steering_coefficient,n_pairs,bos_fallback_pairs,baseline_mean_logit_margin,steered_mean_logit_margin,mean_behavioral_effect,behavioral_effect_ci_low,behavioral_effect_ci_high,behavioral_effect_bootstrap_p,baseline_high_token_preference_rate,steered_high_token_preference_rate,high_token_preference_rate_change
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,val,2.0,False,target,8041,8041,changed,0.0070967525243758,0.0141935050487516,50,0,-1.6348273468017578,-1.6355612564086914,-0.0007339096069335937,-0.0015047035217285155,1.5657424926757097e-05,0.057971014492753624,0.3,0.3,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,val,2.0,False,matched_control,8041,9728,changed,0.0070967525243758,0.0141935050487516,50,0,-1.6348273468017578,-1.6331967544555663,0.0016305923461914062,0.0005588436126708984,0.0026746168136596677,0.0029985007496251873,0.3,0.3,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,val,2.0,False,matched_control,8041,7247,changed,0.0070967525243758,0.0141935050487516,50,0,-1.6348273468017578,-1.6360089492797851,-0.0011816024780273438,-0.0027210750579833983,0.0002491245269775383,0.11294352823588207,0.3,0.3,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,val,2.0,False,matched_control,8041,1302,changed,0.0070967525243758,0.0141935050487516,50,0,-1.6348273468017578,-1.6358403015136718,-0.0010129547119140626,-0.0020910587310791016,-2.7761459350596814e-06,0.050974512743628186,0.3,0.3,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,val,2.0,False,target_vs_controls,8041,-1,changed,0.0070967525243758,,50,0,-1.6348273468017578,,-0.0005459213256835938,-0.0016785580317179361,0.0005947287877400705,0.3868065967016492,0.3,,
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,0.5,False,target,8041,8041,changed,0.0070967525243758,0.0035483762621879,50,0,-2.545658645629883,-2.545087203979492,0.000571441650390625,0.00024767017364501955,0.0008960571289062495,0.00399800099950025,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,0.5,False,matched_control,8041,9728,changed,0.0070967525243758,0.0035483762621879,50,0,-2.545658645629883,-2.54544921875,0.0002094268798828125,-9.389686584472656e-05,0.0004912929534912107,0.18790604697651175,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,0.5,False,matched_control,8041,7247,changed,0.0070967525243758,0.0035483762621879,50,0,-2.545658645629883,-2.5457701873779297,-0.000111541748046875,-0.00041076946258544923,0.0001929674148559569,0.46276861569215394,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,0.5,False,matched_control,8041,1302,changed,0.0070967525243758,0.0035483762621879,50,0,-2.545658645629883,-2.5455994033813476,5.924224853515625e-05,-0.00020618534088134765,0.0003155698776245116,0.657671164417791,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,0.5,False,target_vs_controls,8041,-1,changed,0.0070967525243758,,50,0,-2.545658645629883,,0.0005190658569335937,0.00015839799245198567,0.0008798017501831056,0.005997001499250375,0.1,,
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,1.0,True,target,8041,8041,changed,0.0070967525243758,0.0070967525243758,50,0,-2.545658645629883,-2.544502754211426,0.0011558914184570312,0.0005221633911132812,0.0018558225631713865,0.0009995002498750624,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,1.0,True,matched_control,8041,9728,changed,0.0070967525243758,0.0070967525243758,50,0,-2.545658645629883,-2.5452375411987305,0.00042110443115234375,-0.00018625354766845702,0.0009992685317993164,0.1729135432283858,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,1.0,True,matched_control,8041,7247,changed,0.0070967525243758,0.0070967525243758,50,0,-2.545658645629883,-2.5458738708496096,-0.0002152252197265625,-0.000802475929260254,0.00034267520904541013,0.4707646176911544,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,1.0,True,matched_control,8041,1302,changed,0.0070967525243758,0.0070967525243758,50,0,-2.545658645629883,-2.5455463409423826,0.0001123046875,-0.0003877277374267578,0.0006129369735717771,0.6666666666666666,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,1.0,True,target_vs_controls,8041,-1,changed,0.0070967525243758,,50,0,-2.545658645629883,,0.0010498301188151043,0.0003022212982177735,0.0018054059346516924,0.008995502248875561,0.1,,
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,2.0,False,target,8041,8041,changed,0.0070967525243758,0.0141935050487516,50,0,-2.545658645629883,-2.5433498764038087,0.002308769226074219,0.0009986658096313478,0.0036602916717529293,0.0009995002498750624,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,2.0,False,matched_control,8041,9728,changed,0.0070967525243758,0.0141935050487516,50,0,-2.545658645629883,-2.5448114395141603,0.0008472061157226563,-0.00035101032257080076,0.002034082412719724,0.16391804097951024,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,2.0,False,matched_control,8041,7247,changed,0.0070967525243758,0.0141935050487516,50,0,-2.545658645629883,-2.5460844802856446,-0.00042583465576171873,-0.0016121349334716796,0.0007946557998657226,0.511744127936032,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,2.0,False,matched_control,8041,1302,changed,0.0070967525243758,0.0141935050487516,50,0,-2.545658645629883,-2.545431022644043,0.00022762298583984376,-0.0008295011520385743,0.0012212600708007809,0.688655672163918,0.1,0.1,0.0
1,Subject expression / pro-drop,False,C,specific_positive,positive_control_advantage,test,2.0,False,target_vs_controls,8041,-1,changed,0.0070967525243758,,50,0,-2.545658645629883,,0.002092437744140625,0.0006539961496988934,0.003588404337565104,0.004997501249375313,0.1,,
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,0.5,False,target,932,932,changed,0.016185056505492,0.008092528252746,50,0,0.46969783782958985,0.4698328399658203,0.00013500213623046875,-0.00045342350006103517,0.0006952123641967773,0.6516741629185407,0.56,0.56,0.0
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,0.5,False,matched_control,932,1887,changed,0.016185056505492,0.008092528252746,50,0,0.46969783782958985,0.46989730834960936,0.00019947052001953125,-0.0001438589096069336,0.0005401868820190428,0.2688655672163918,0.56,0.56,0.0
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,0.5,False,matched_control,932,1302,changed,0.016185056505492,0.008092528252746,50,0,0.46969783782958985,0.46954036712646485,-0.000157470703125,-0.0007454071044921875,0.00046821880340576087,0.5937031484257871,0.56,0.56,0.0
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,0.5,False,matched_control,932,7136,changed,0.016185056505492,0.008092528252746,50,0,0.46969783782958985,0.4697442626953125,4.642486572265625e-05,-0.0003266334533691406,0.0004225978851318357,0.8305847076461769,0.56,0.56,0.0
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,0.5,False,target_vs_controls,932,-1,changed,0.016185056505492,,50,0,0.46969783782958985,,0.00010552724202473961,-0.0005433038075764975,0.0007400366465250648,0.7916041979010495,0.56,,
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,1.0,True,target,932,932,changed,0.016185056505492,0.016185056505492,50,0,0.46969783782958985,0.4699782180786133,0.0002803802490234375,-0.0009495449066162109,0.001509857177734373,0.6616691654172914,0.56,0.56,0.0
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,1.0,True,matched_control,932,1887,changed,0.016185056505492,0.016185056505492,50,0,0.46969783782958985,0.47009849548339844,0.00040065765380859375,-0.0003133296966552734,0.0011443958282470702,0.25987006496751625,0.56,0.56,0.0
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,1.0,True,matched_control,932,1302,changed,0.016185056505492,0.016185056505492,50,0,0.46969783782958985,0.46936973571777346,-0.00032810211181640627,-0.0016308231353759765,0.0009540767669677727,0.5977011494252874,0.56,0.56,0.0
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,1.0,True,matched_control,932,7136,changed,0.016185056505492,0.016185056505492,50,0,0.46969783782958985,0.46978031158447264,8.24737548828125e-05,-0.0006449556350708008,0.000876568794250488,0.815592203898051,0.56,0.56,0.0
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,1.0,True,target_vs_controls,932,-1,changed,0.016185056505492,,50,0,0.46969783782958985,,0.00022870381673177078,-0.0010965236028035483,0.0015943520863850905,0.7636181909045477,0.56,,
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,2.0,False,target,932,932,changed,0.016185056505492,0.032370113010984,50,0,0.46969783782958985,0.47026561737060546,0.000567779541015625,-0.001835500717163086,0.002950620651245117,0.6406796601699151,0.56,0.56,0.0
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,2.0,False,matched_control,932,1887,changed,0.016185056505492,0.032370113010984,50,0,0.46969783782958985,0.4704861831665039,0.0007883453369140625,-0.00064666748046875,0.0022583551406860345,0.27586206896551724,0.56,0.56,0.0
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,2.0,False,matched_control,932,1302,changed,0.016185056505492,0.032370113010984,50,0,0.46969783782958985,0.46903873443603517,-0.0006591033935546875,-0.003102510452270508,0.0018414497375488271,0.6126936531734133,0.56,0.54,-0.020000000000000018
2,basic_constituent_order,False,C,positive_control_advantage,positive_control_advantage,val,2.0,False,matched_control,932,7136,changed,0.016185056505492,0.032370113010984,50,0,0.46969783782958985,0.4698800277709961,0.00018218994140625,-0.001306187629699707,0.001787563323974609,0.8275862068965517,0.56,0.56,0.0
